source,point_index,surface,x_physical_mean,y_physical_mean,y_physical_std,mean_d_score_d_x_normalized,mean_d_score_d_y_normalized,mean_sensitivity_normalized_l2,std_sensitivity_normalized_l2,mean_d_score_d_x_physical,mean_d_score_d_y_physical,norm_of_mean_physical_gradient_l2,mean_sensitivity_physical_l2,std_sensitivity_physical_l2,mean_critic_score,std_critic_score
real,10,upper,0.7455922365188599,0.05318940430879593,0.008037086576223373,-0.02585904859006405,0.002840875880792737,0.0261622853577137,0.0065906597301363945,-0.02585904859006405,0.009741201996803284,0.027632975950837135,0.028969306498765945,0.00704287551343441,-0.0722363144159317,0.032633960247039795
real,11,upper,0.7209662199020386,0.05721080303192139,0.009372190572321415,-0.026203876361250877,0.003383943345397711,0.027071887627243996,0.008121160790324211,-0.026203876361250877,0.01160335075110197,0.028657998889684677,0.03377607837319374,0.009682755917310715,-0.0722363144159317,0.032633960247039795
real,12,upper,0.696516215801239,0.06110040098428726,0.0107510294765234,-0.03352883458137512,0.004463237710297108,0.03471069782972336,0.007680336479097605,-0.03352883458137512,0.01530419010668993,0.03685649111866951,0.04397554695606232,0.009848215617239475,-0.0722363144159317,0.032633960247039795
real,13,upper,0.6722022294998169,0.06457020342350006,0.01216404139995575,-0.04062590375542641,0.0012420366983860731,0.04087354987859726,0.007900790311396122,-0.04062590375542641,0.004258873872458935,0.04084852337837219,0.043376658111810684,0.007597972173243761,-0.0722363144159317,0.032633960247039795
real,14,upper,0.6480704545974731,0.06791500747203827,0.013564124703407288,-0.04059413820505142,-0.0017545688897371292,0.04105719178915024,0.009611826390028,-0.04059413820505142,-0.006016318220645189,0.04103754460811615,0.04541073739528656,0.009809843264520168,-0.0722363144159317,0.032633960247039795
real,15,upper,0.6241275668144226,0.07112599909305573,0.014986374415457249,-0.054261304438114166,-0.0005363896489143372,0.05466284230351448,0.008609392680227757,-0.054261304438114166,-0.0018392510246485472,0.0542924664914608,0.05855243653059006,0.007230629213154316,-0.0722363144159317,0.032633960247039795
real,16,upper,0.600380003452301,0.07421059906482697,0.016456561163067818,-0.05786094814538956,0.005913468077778816,0.05833807587623596,0.006024064030498266,-0.05786094814538956,0.020276948809623718,0.06131104379892349,0.063149094581604,0.005865801125764847,-0.0722363144159317,0.032633960247039795
real,17,upper,0.5767923593521118,0.07683400064706802,0.01793673262000084,-0.06564745306968689,0.00027020592824555933,0.06582103669643402,0.006564898416399956,-0.06564745306968689,0.0009265210246667266,0.06565398722887039,0.06761769950389862,0.00575844943523407,-0.0722363144159317,0.032633960247039795
real,18,upper,0.5533987879753113,0.0792359933257103,0.019442956894636154,-0.07546420395374298,0.0022384836338460445,0.07573802024126053,0.005233778152614832,-0.07546420395374298,0.007675634231418371,0.07585355639457703,0.07851411402225494,0.004318482242524624,-0.0722363144159317,0.032633960247039795
real,19,upper,0.5302160382270813,0.08153299987316132,0.020955119282007217,-0.07747103273868561,0.008858812041580677,0.07817623764276505,0.007202866952866316,-0.07747103273868561,0.030376369133591652,0.08321348577737808,0.0851413905620575,0.008085627108812332,-0.0722363144159317,0.032633960247039795
real,20,upper,0.5072475671768188,0.0836917981505394,0.022456414997577667,-0.08665130287408829,0.007677468471229076,0.08724626153707504,0.006721357814967632,-0.08665130287408829,0.026325607672333717,0.09056205302476883,0.09321432560682297,0.009565501473844051,-0.0722363144159317,0.032633960247039795
real,21,upper,0.4844816327095032,0.08546259999275208,0.023938119411468506,-0.0984676256775856,0.008825931698083878,0.09924272447824478,0.007177594117820263,-0.0984676256775856,0.030263621360063553,0.10301339626312256,0.10686023533344269,0.008290362544357777,-0.0722363144159317,0.032633960247039795
real,22,upper,0.4619196057319641,0.08680839836597443,0.025418546050786972,-0.10430143028497696,0.00770167401060462,0.10467996448278427,0.007171877659857273,-0.10430143028497696,0.02640860714018345,0.10759276151657104,0.10862201452255249,0.007565252482891083,-0.0722363144159317,0.032633960247039795
real,23,upper,0.43958383798599243,0.08797480165958405,0.02678576484322548,-0.11430724710226059,-1.0988954272761475e-05,0.11447590589523315,0.005856171250343323,-0.11430724710226059,-3.768075112020597e-05,0.11430725455284119,0.11624415218830109,0.005631360225379467,-0.0722363144159317,0.032633960247039795
